980343848466,98534533435,03/06/2020 01:18:16,000013,14.5
980343848467,98534533436,03/06/2020 01:18:17,000014,15.5
980343848468,98534533437,03/06/2020 01:18:18,000015,16.5
980343848469,98534533438,03/06/2020 01:18:19,000016,17.5
980343848470,98534533439,03/06/2020 01:18:20,000017,18.5
980343848471,98534533440,03/06/2020 01:18:21,000018,19.5
980343848472,98534533441,03/06/2020 01:18:22,000019,20.5
980343848473,98534533442,03/06/2020 01:18:23,000020,21.5
980343848474,98534533443,03/06/2020 01:18:24,000021,22.5
980343848475,98534533444,03/06/2020 01:18:25,000022,23.5
980343848476,98534533445,03/06/2020 01:18:26,000023,24.5
980343848477,98534533446,03/06/2020 01:18:27,000024,25.5
980343848478,98534533447,03/06/2020 01:18:28,000025,26.5
980343848479,98534533448,03/06/2020 01:18:29,000026,27.5
980343848480,98534533449,03/06/2020 01:18:30,000027,28.5
980343848481,98534533450,03/06/2020 01:18:31,000028,29.5
980343848482,98534533451,03/06/2020 01:18:32,000029,30.5
980343848483,98534533452,03/06/2020 01:18:33,000030,31.5
980343848484,98534533453,03/06/2020 01:18:34,000031,32.5
980343848485,98534533454,03/06/2020 01:18:35,000032,33.5
980343848486,98534533455,03/06/2020 01:18:36,000033,34.5
980343848487,98534533456,03/06/2020 01:18:37,000034,35.5
980343848488,98534533457,03/06/2020 01:18:38,000035,36.5
980343848489,98534533458,03/06/2020 01:18:39,000036,37.5
980343848490,98534533459,03/06/2020 01:18:40,000037,38.5
980343848491,98534533460,03/06/2020 01:18:41,000038,39.5
980343848492,98534533461,03/06/2020 01:18:42,000039,40.5
980343848493,98534533462,03/06/2020 01:18:43,000040,41.5
980343848494,98534533463,03/06/2020 01:18:44,000041,42.5
980343848495,98534533464,03/06/2020 01:18:45,000042,43.5
980343848496,98534533465,03/06/2020 01:18:46,000043,44.5
980343848497,98534533466,03/06/2020 01:18:47,000044,45.5
980343848498,98534533467,03/06/2020 01:18:48,000045,46.5
980343848499,98534533468,03/06/2020 01:18:49,000046,47.5
980343848500,98534533469,03/06/2020 01:18:50,000047,48.5
980343848501,98534533470,03/06/2020 01:18:51,000048,49.5
980343848502,98534533471,03/06/2020 01:18:52,000049,50.5
980343848503,98534533472,03/06/2020 01:18:53,000050,51.5
980343848502,98534533471,03/06/2020 01:18:52,000049,50.5
980343848503,98534533472,03/06/2020 01:18:53,000050,51.5
980343848504,98534533473,03/06/2020 01:18:54,000051,52.5
980343848505,98534533474,03/06/2020 01:18:55,000052,53.5
980343848506,98534533475,03/06/2020 01:18:56,000053,54.5
980343848507,98534533476,03/06/2020 01:18:57,000054,55.5
980343848508,98534533477,03/06/2020 01:18:58,000055,56.5
980343848509,98534533478,03/06/2020 01:18:59,000056,57.5
980343848510,98534533479,03/06/2020 01:19:00,000057,58.5
980343848511,98534533480,03/06/2020 01:19:01,000058,59.5
980343848512,98534533481,03/06/2020 01:19:02,000059,60.5
980343848513,98534533482,03/06/2020 01:19:03,000060,61.5
980343848514,98534533483,03/06/2020 01:19:04,000061,62.5
980343848515,98534533484,03/06/2020 01:19:05,000062,63.5
980343848516,98534533485,03/06/2020 01:19:06,000063,64.5
980343848517,98534533486,03/06/2020 01:19:07,000064,65.5
980343848518,98534533487,03/06/2020 01:19:08,000065,66.5
980343848519,98534533488,03/06/2020 01:19:09,000066,67.5
980343848520,98534533489,03/06/2020 01:19:10,000067,68.5
980343848521,98534533490,03/06/2020 01:19:11,000068,69.5
980343848522,98534533491,03/06/2020 01:19:12,000069,70.5
980343848523,98534533492,03/06/2020 01:19:13,000070,71.5
980343848524,98534533493,03/06/2020 01:19:14,000071,72.5
980343848525,98534533494,03/06/2020 01:19:15,000072,73.5
980343848526,98534533495,03/06/2020 01:19:16,000073,74.5
980343848527,98534533496,03/06/2020 01:19:17,000074,75.5
980343848528,98534533497,03/06/2020 01:19:18,000075,76.5
980343848529,98534533498,03/06/2020 01:19:19,000076,77.5
980343848530,98534533499,03/06/2020 01:19:20,000077,78.5
980343848531,98534533500,03/06/2020 01:19:21,000078,79.5
980343848532,98534533501,03/06/2020 01:19:22,000079,80.5
980343848533,98534533502,03/06/2020 01:19:23,000080,81.5
980343848534,98534533503,03/06/2020 01:19:24,000081,82.5
980343848535,98534533504,03/06/2020 01:19:25,000082,83.5
980343848536,98534533505,03/06/2020 01:19:26,000083,84.5
980343848537,98534533506,03/06/2020 01:19:27,000084,85.5
980343848538,98534533507,03/06/2020 01:19:28,000085,86.5
980343848539,98534533508,03/06/2020 01:19:29,000086,87.5
980343848540,98534533509,03/06/2020 01:19:30,000087,88.5
980343848541,98534533510,03/06/2020 01:19:31,000088,89.5
980343848542,98534533511,03/06/2020 01:19:32,000089,90.5
980343848543,98534533512,03/06/2020 01:19:33,000090,91.5
980343848544,98534533513,03/06/2020 01:19:34,000091,92.5
980343848545,98534533514,03/06/2020 01:19:35,000092,93.5
980343848546,98534533515,03/06/2020 01:19:36,000093,94.5
980343848547,98534533516,03/06/2020 01:19:37,000094,95.5
980343848548,98534533517,03/06/2020 01:19:38,000095,96.5
980343848549,98534533518,03/06/2020 01:19:39,000096,97.5
980343848550,98534533519,03/06/2020 01:19:40,000097,98.5
980343848551,98534533520,03/06/2020 01:19:41,000098,99.5
980343848552,98534533521,03/06/2020 01:19:42,000099,100.5
980343848553,98534533522,03/06/2020 01:19:43,000100,101.5
980343848554,98534533523,03/06/2020 01:19:44,000101,102.5
980343848555,98534533524,03/06/2020 01:19:45,000102,103.5
980343848556,98534533525,03/06/2020 01:19:46,000103,104.5
980343848557,98534533526,03/06/2020 01:19:47,000104,105.5
980343848558,98534533527,03/06/2020 01:19:48,000105,106.5
980343848559,98534533528,03/06/2020 01:19:49,000106,107.5
980343848560,98534533529,03/06/2020 01:19:50,000107,108.5
980343848561,98534533530,03/06/2020 01:19:51,000108,109.5
980343848562,98534533531,03/06/2020 01:19:52,000109,110.5
980343848563,98534533532,03/06/2020 01:19:53,000110,111.5
980343848564,98534533533,03/06/2020 01:19:54,000111,112.5
980343848565,98534533534,03/06/2020 01:19:55,000112,113.5
980343848566,98534533535,03/06/2020 01:19:56,000113,114.5
980343848567,98534533536,03/06/2020 01:19:57,000114,115.5
980343848568,98534533537,03/06/2020 01:19:58,000115,116.5
980343848569,98534533538,03/06/2020 01:19:59,000116,117.5
980343848570,98534533539,03/06/2020 01:20:00,000117,118.5
980343848571,98534533540,03/06/2020 01:20:01,000118,119.5
980343848572,98534533541,03/06/2020 01:20:02,000119,120.5
980343848573,98534533542,03/06/2020 01:20:03,000120,121.5
980343848574,98534533543,03/06/2020 01:20:04,000121,122.5
980343848575,98534533544,03/06/2020 01:20:05,000122,123.5
980343848576,98534533545,03/06/2020 01:20:06,000123,124.5
980343848577,98534533546,03/06/2020 01:20:07,000124,125.5
980343848578,98534533547,03/06/2020 01:20:08,000125,126.5
980343848579,98534533548,03/06/2020 01:20:09,000126,127.5
980343848580,98534533549,03/06/2020 01:20:10,000127,128.5
980343848581,98534533550,03/06/2020 01:20:11,000128,129.5
980343848582,98534533551,03/06/2020 01:20:12,000129,130.5
980343848583,98534533552,03/06/2020 01:20:13,000130,131.5
980343848584,98534533553,03/06/2020 01:20:14,000131,132.5
980343848585,98534533554,03/06/2020 01:20:15,000132,133.5
980343848586,98534533555,03/06/2020 01:20:16,000133,134.5
980343848587,98534533556,03/06/2020 01:20:17,000134,135.5
980343848588,98534533557,03/06/2020 01:20:18,000135,136.5
980343848589,98534533558,03/06/2020 01:20:19,000136,137.5
980343848590,98534533559,03/06/2020 01:20:20,000137,138.5
980343848591,98534533560,03/06/2020 01:20:21,000138,139.5
980343848592,98534533561,03/06/2020 01:20:22,000139,140.5
980343848593,98534533562,03/06/2020 01:20:23,000140,141.5
980343848594,98534533563,03/06/2020 01:20:24,000141,142.5
980343848595,98534533564,03/06/2020 01:20:25,000142,143.5
980343848596,98534533565,03/06/2020 01:20:26,000143,144.5
980343848597,98534533566,03/06/2020 01:20:27,000144,145.5
980343848598,98534533567,03/06/2020 01:20:28,000145,146.5
980343848599,98534533568,03/06/2020 01:20:29,000146,147.5
980343848600,98534533569,03/06/2020 01:20:30,000147,148.5
980343848601,98534533570,03/06/2020 01:20:31,000148,149.5
980343848602,98534533571,03/06/2020 01:20:32,000149,150.5
980343848603,98534533572,03/06/2020 01:20:33,000150,151.5
980343848604,98534533573,03/06/2020 01:20:34,000151,152.5
980343848605,98534533574,03/06/2020 01:20:35,000152,153.5
980343848606,98534533575,03/06/2020 01:20:36,000153,154.5
980343848607,98534533576,03/06/2020 01:20:37,000154,155.5
980343848608,98534533577,03/06/2020 01:20:38,000155,156.5
980343848609,98534533578,03/06/2020 01:20:39,000156,157.5
980343848610,98534533579,03/06/2020 01:20:40,000157,158.5
980343848611,98534533580,03/06/2020 01:20:41,000158,159.5
980343848612,98534533581,03/06/2020 01:20:42,000159,160.5
980343848613,98534533582,03/06/2020 01:20:43,000160,161.5
